,Unnamed: 0,followers_count,id,link,pop_score,time,text,score,word_counts,eng_perc,platform
471,491,1395,5.95164E+17,https://twitter.com/i/web/status/595164433615323136,0,04/05/2015,"@jess___aquino I'm so sad, there aren't that many cute cafes in BGC pala! Most of them are up north, even the cat cafes.. :'(",0.025,25,0.28,tw
640,675,748,6.10395E+17,https://twitter.com/i/web/status/610395241913266176,4,15/06/2015,I visited the famous cat lady of bgc,0.5,8,0.5,tw
335,352,41,6.16179E+17,https://twitter.com/i/web/status/616178648933076992,2,01/07/2015,Hey check out your photo!!!! Well done!!! :D,1,8,0.5,tw
861,910,44,6.49071E+17,https://twitter.com/i/web/status/649070608144199680,1,30/09/2015,Finally watching the new season of BGC whilst I avoid reading Cat on a Hot Tin Roof.,0.128787879,17,0.647058824,tw
95,101,43,6.56094E+17,https://twitter.com/i/web/status/656093848599289856,0,19/10/2015,I love this side of BGC. Furballs everywhere I walk. 😹,0.5,11,0.454545455,tw
109,115,1570,6.56564E+17,https://twitter.com/i/web/status/656563817107836928,0,20/10/2015,Finally This Cat Ass Season Of BGC Will Be Over Tonight .... Imma Watch Scream Queens Though,0,16,0.6875,tw
523,551,975,6.77606E+17,https://twitter.com/i/web/status/677606204454121472,1,17/12/2015,why would any young lady wanna go on BGC a house full of cats just eager to start some shit .. yea that sounds fun,0.1375,25,0.52,tw
611,645,268,6.78934E+17,https://twitter.com/i/web/status/678934202947997696,0,21/12/2015,"There should be cat cafes in the industrial parts of Manila (Makati, Ortigas, BGC, QC).",0,15,0.333333333,tw
1015,1068,39,7.07383E+17,https://twitter.com/i/web/status/707382740161863680,0,09/03/2016,Gf got my TV hostage watching bad girls club..I said real bad girls hunt not cat fight and wear 100 dollars worth of caked on make up,-0.466666667,27,0.62962963,tw
1011,1064,1349,7.10623E+17,https://twitter.com/i/web/status/710623308820127744,0,18/03/2016,Cat got me into this new season of BGC.... soooo hilarious 🔥🔥,0.318181818,12,0.333333333,tw
132,141,300,7.19097E+17,https://twitter.com/i/web/status/719097099321671680,3,10/04/2016,Sayang yung Cats of Manila Adoption sa BGC 😭😭,0,9,0.333333333,tw
193,206,363,7.22959E+17,https://twitter.com/i/web/status/722959181599264768,0,21/04/2016,Who plays Stacee Run-Run?,0,4,0.25,tw
1029,1082,4655,7.2296E+17,https://twitter.com/i/web/status/722959902994395136,0,21/04/2016,Cat from was looking all types of delicious on,1,9,0.444444444,tw
619,653,491,7.27679E+17,https://twitter.com/i/web/status/727679182185050112,1,04/05/2016,Send 20 Kids to the River Cats with a donation of $50+ until 8pm. Visit,0,15,0.466666667,tw
16,16,6191,7.4489E+17,https://twitter.com/i/web/status/744889970058420224,1,20/06/2016,WEEK 2 OF LIVING IN BGC: I have befriended the three local cats that live near my building,0.078787879,18,0.611111111,tw
665,702,195,7.53717E+17,https://twitter.com/i/web/status/753717109947904000,0,14/07/2016,@PhilAnimalRescu hi who can I contact to get help for a cat trapped atop a tree in 11th Dr. BGC in front of Uptown Tower 3?,-0.2,26,0.461538462,tw
192,205,1091,7.55275E+17,https://twitter.com/i/web/status/755274557687226368,0,19/07/2016,417 - my bestie 💞🤘🏾 the finest of all Ramsey cats 😂🤘🏾i miss you 💞even if I see you often😉 I might have to check out bgc Thursday 🤘🏾,0,28,0.25,tw
509,535,1924,7.64271E+17,https://twitter.com/i/web/status/764270913399336960,12,13/08/2016,"While Pokemon hunting, I passed by this cute cat waiting for his/her dinner! So cute!",0.625,15,0.6,tw
104,110,522,7.6547E+17,https://twitter.com/i/web/status/765469891780448256,33,16/08/2016,Funny how Dara patted the cat's head infront of BGC Brother's Burger. The old man in front of her was stunned. Haha 😱😁😂,0.183333333,25,0.4,tw
142,151,2525,7.66987E+17,https://twitter.com/i/web/status/766987427038662656,12,20/08/2016,Say hello to the fancy cat of BGC. I hear he's owned by the New Orleans restaurant. Will accept rubs if you approach,0.136363636,24,0.5,tw
218,232,2525,7.67036E+17,https://twitter.com/i/web/status/767035919207571456,2,20/08/2016,. boop the snoots of BGC cat. Does anyone know this cat's name? Been calling him fancy cat.,0,18,0.555555556,tw
475,497,332,7.85223E+17,https://twitter.com/i/web/status/785222938538696704,0,09/10/2016,"@junglepussyyy I was thinking that too!! Kristen, Morgan &amp; Cat was one of BGC most iconic trio TBH",0.5,18,0.388888889,tw
340,357,2788,7.94112E+17,https://twitter.com/i/web/status/794111940662439936,8,03/11/2016,LF: Friend who will be in BGC this weekend and likes the company of fat &amp; useless cats,-0.5,18,0.388888889,tw
540,568,833,7.99045E+17,https://twitter.com/i/web/status/799044949824016384,1,17/11/2016,Letting the cat out of the bag na. We are excited to bring to you this new nightclub in the Fort Strip BGC! Check...,0.272727273,24,0.375,tw
295,311,325,8.17337E+17,https://twitter.com/i/web/status/817337470236823552,1,06/01/2017,WHEN UR BF IS IN BGC AND HE SENDS VIDS OF SUPER CLINGY AND CUTE CATS THERE HUHUHUHU &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,0.416666667,27,0.296296296,tw
136,145,1077,8.21831E+17,https://twitter.com/i/web/status/821830522414501888,1,18/01/2017,Tom Hardy poses for a photo with two puppies in support of Battersea Dogs and Cats Home at the BGC A,0,21,0.476190476,tw
525,553,19,8.48487E+17,https://twitter.com/i/web/status/848486766604566528,0,02/04/2017,i passed by the pet summit today in bgc and omg SO MANY DOGGOS i was so happy also cats of manila had a free adoption booth :-( im so soft,0.21,30,0.4,tw
706,748,1010,8.50026E+17,https://twitter.com/i/web/status/850025545115082752,1,06/04/2017,This season of BGC is good asf. This is probably my favorite.,0.6,12,0.333333333,tw
925,976,132,8.60351E+17,https://twitter.com/i/web/status/860350761544318976,0,05/05/2017,U can tell Francesca on BGC the type of bitch who in sixth grade that always smell like cigarettes and cat piss,0,22,0.5,tw
72,75,530,8.74788E+17,https://twitter.com/i/web/status/874788411818647552,1,14/06/2017,"@ashleydeadassb Talk Radio, Pictures of Cats... one step closer",0,9,0.777777778,tw
869,920,199,8.81893E+17,https://twitter.com/i/web/status/881893303884664832,0,03/07/2017,I JUST WENT DOWN A RABBIT HOLE ON INSTA AND NOW I WANNA FIGHT MY CAT BUT SHE HAS TO HIT ME FIRST SO I DON'T GET KICKED OUT OF MY HOUSE😩,0.047222222,34,0.647058824,tw
417,435,9906,8.91053E+17,https://twitter.com/i/web/status/891053060180643840,3,28/07/2017,"@Yellow_Muppet @Ottawa_BGC Thanks for teaching! And that's a clever use of a towel to ""bait"" your cat. :)",0.305555556,18,0.388888889,tw
498,521,2856,9.02805E+17,https://twitter.com/i/web/status/902805137374175232,4,30/08/2017,I'm feeding the cats of BGC in a bit. Hope to see you guys there ❤ spread the love.,0.5,20,0.45,tw
457,477,227,9.07222E+17,https://twitter.com/i/web/status/907221605641625600,1,11/09/2017,Cats of BGC,0,3,0.333333333,tw
934,985,56664,9.13697E+17,https://twitter.com/i/web/status/913697449826385920,0,29/09/2017,@moreldei Hello! We have possible copy left for IN THE SHADOW OF BLACKBIRDS by Cat Winters in Fully Booked BGC and Rockwell at PHP358. :),0.166666667,24,0.416666667,tw
859,908,32299,9.1468E+17,https://twitter.com/i/web/status/914680101454856192,4,02/10/2017,My cat got out of the condo around Burgos Circle BGC. Please let me know if anyone has seen her in the area.,0,23,0.391304348,tw
212,226,569,9.16322E+17,https://twitter.com/i/web/status/916321633349931008,5,06/10/2017,Theres a cat family here in fort strip i love bgc bc of this i love u all,0.5,18,0.388888889,tw
145,154,0,9.22113E+17,https://twitter.com/i/web/status/922113487286910976,1,22/10/2017,Lovely Sunday at BGC when there are a lot of cats. 🐱,0.5,12,0.333333333,tw
114,120,5610,9.28674E+17,https://twitter.com/i/web/status/928674036401422336,0,09/11/2017,The Cats of BGC need you! ~ When In Manila Pets &amp; Animals...,0,12,0.5,tw
936,987,916,9.28698E+17,https://twitter.com/i/web/status/928698038473945088,0,09/11/2017,Be a Hero to the Famous but Threatened Cats of BGC!,0.625,11,0.363636364,tw
11,11,37,9.28872E+17,https://twitter.com/i/web/status/928872469397626880,0,10/11/2017,📷 aharris00britney: Braxton Hair A less poofy version of that hair that came with Cats &amp; Dogs BGC 18 EA...,-0.166666667,20,0.5,tw
83,86,1079,9.28835E+17,https://twitter.com/i/web/status/928834621541724160,0,10/11/2017,The Cats of BGC need you! ~ When In Manila Pets &amp; Animals,0,12,0.5,tw
213,227,2733,9.28835E+17,https://twitter.com/i/web/status/928834630102298624,0,10/11/2017,The Cats of BGC need you!,0,6,0.333333333,tw
598,631,2703,9.28955E+17,https://twitter.com/i/web/status/928955416435834880,0,10/11/2017,The Cats of BGC need you! ~ When In Manila Pets &amp; Animals...,0,12,0.5,tw
638,673,642,9.28955E+17,https://twitter.com/i/web/status/928955417002045440,0,10/11/2017,The Cats of BGC need you! ~ When In Manila Pets &amp; Animals,0,12,0.5,tw
699,740,13,9.28998E+17,https://twitter.com/i/web/status/928997707619946496,0,10/11/2017,📷 aharris00britney: Braxton Hair A less poofy version of that hair that came with Cats &amp; Dogs BGC 18 EA...,-0.166666667,20,0.5,tw
777,823,437,9.2899E+17,https://twitter.com/i/web/status/928990350684966912,0,10/11/2017,📷 aharris00britney: Braxton Hair A less poofy version of that hair that came with Cats &amp; Dogs BGC 18 EA...,-0.166666667,20,0.5,tw
966,1017,777,9.28955E+17,https://twitter.com/i/web/status/928955415680790528,0,10/11/2017,The Cats of BGC need you! ~ When In Manila Pets &amp; Animals,0,12,0.5,tw
1046,1101,114,9.28856E+17,https://twitter.com/i/web/status/928855836180365312,0,10/11/2017,Be a Hero to the Famous but Threatened Cats of BGC!,0.625,11,0.363636364,tw
968,1019,39,9.29159E+17,https://twitter.com/i/web/status/929158867296182272,0,11/11/2017,📷 aharris00britney: Braxton Hair A less poofy version of that hair that came with Cats &amp; Dogs BGC 18 EA...,-0.166666667,20,0.5,tw
874,925,2733,9.29945E+17,https://twitter.com/i/web/status/929944916452691968,0,13/11/2017,"Kitten: ""Can you hear that Mom?"". Momma Cat: ""Yes, that's my heart beating saying I love you so…",0.5,19,0.473684211,tw
751,794,105363,9.30767E+17,https://twitter.com/i/web/status/930767360629260288,0,15/11/2017,The Cats of BGC need you! ~ When In Manila Pets &amp; Animals...,0,12,0.5,tw
128,135,2733,9.31207E+17,https://twitter.com/i/web/status/931207453550751744,1,16/11/2017,・・・ Cozy night Have a goodnight everyone. Stay dry and keep every cats warm. Discover:,0.111111111,15,0.666666667,tw
195,208,1,9.3103E+17,https://twitter.com/i/web/status/931029708199694336,0,16/11/2017,"Be a Hero to the Famous but Threatened Cats of BGC! Help with their spay-neuter advocacy or to adopt a cat or two, contact the volunteers of Cats of BGC at :)",0.5625,31,0.35483871,tw
448,467,866,9.31378E+17,https://twitter.com/i/web/status/931377671086383104,0,17/11/2017,"Today is the worst. My cat, Luna, has been missing for 2 days already. I woke up to the news that she's finally home. BUT when I saw her - she was barely breathing, had lots of blood coming out of her mouth & nose, and she had bubbles in her saliva.",-0.2875,51,0.411764706,tw
90,94,680,9.31915E+17,https://twitter.com/i/web/status/931914550596616192,1,18/11/2017,"There's a cat in BGC. Of course, I had to pet it.",0,13,0.384615385,tw
349,367,76,9.37737E+17,https://twitter.com/i/web/status/937736774910169088,0,04/12/2017,📷 aharris00britney: Braxton Hair A less poofy version of that hair that came with Cats &amp; Dogs BGC 18 EA...,-0.166666667,20,0.5,tw
446,465,76,9.37725E+17,https://twitter.com/i/web/status/937724746128658432,1,04/12/2017,📷 aharris00britney: Braxton Hair A less poofy version of that hair that came with Cats &amp; Dogs BGC 18 EA...,-0.166666667,20,0.5,tw
367,385,33,9.39121E+17,https://twitter.com/i/web/status/939121185815760896,9,08/12/2017,I watched bad girls club before my first fight ever and i literally won because of it lmao,0.05,18,0.5,tw
955,1006,461,9.39577E+17,https://twitter.com/i/web/status/939576993867280384,0,09/12/2017,📷 aharris00britney: Braxton Hair A less poofy version of that hair that came with Cats &amp; Dogs BGC 18 EA...,-0.166666667,20,0.5,tw
584,615,2733,9.39756E+17,https://twitter.com/i/web/status/939755761109843968,2,10/12/2017,Please keep dry and warm this rainy Caturday. ~ from,0.266666667,9,0.444444444,tw
811,857,41,9.4E+17,https://twitter.com/i/web/status/939999764979920896,1,10/12/2017,"Sobrang aliw ng crazy cat ladies of BGC. They literally bring a jar full of cat food. And every time they pass by stray cats, they would stop and drop food. A++ for effort and love.",0.083333333,36,0.555555556,tw
88,92,489,9.40593E+17,https://twitter.com/i/web/status/940593183402033152,1,12/12/2017,@celinegrldz at the age of 40 cat lady na tambay sa bgc,0,12,0.333333333,tw
799,845,593,9.41012E+17,https://twitter.com/i/web/status/941011742280290304,53,13/12/2017,Here we have Cat Girl Nuku Nuku and BGC Nene having fun with a laser pointer. This was another one of the commission for figure trades and it was well worth it. Wadayathink?,0.3,33,0.333333333,tw
239,253,3652,9.42905E+17,https://twitter.com/i/web/status/942904857836404736,19,18/12/2017,"Justice Minister Michael Keenan loves a concert. Updated register shows he's been the guest of WA building giant BGC six times in the past 8 months. Gigs include: Green Day, Stevie Nicks, Cat Stevens.",-0.15,35,0.628571429,tw
723,765,459,9.4648E+17,https://twitter.com/i/web/status/946480314225901568,0,28/12/2017,"ganaaaaps in makati, bgc taguig, muntinlupa, and qc simbang gabi @ st. michael parish at bgc. saw viceeeey at 6am. mmff parade of the stars 2017 window shopping @ sm aura, market market cooked a carbonara who ate the carbonara? -dogs & cat -wacky kiray -shaina (cont)",0.125,44,0.340909091,tw
54,56,60,9.47085E+17,https://twitter.com/i/web/status/947084816238886912,5,30/12/2017,hi im the crazy cat lady of bgc ft. my best girl with her slightly overwhelming baby-ass smooth shoulder,0.325,19,0.526315789,tw
184,197,72,9.47429E+17,https://twitter.com/i/web/status/947429491978018816,6,31/12/2017,Still the same at the end of the year. Still petting random cats in the streets. BGC streets naman hahaha (i miss the south huhu),-0.1,25,0.4,tw
171,182,72,9.49648E+17,https://twitter.com/i/web/status/949647772201844736,0,06/01/2018,"Last night (or early morning around 2am) when all the shops in High Street were closed already, we stumbled upon a group of cats hurdled around a woman. Apprently she was feeding them and when we chatted with her she said she's been doing this everyday.",-0.008,47,0.361702128,tw
1051,1106,968,9.50758E+17,https://twitter.com/i/web/status/950758012439773184,1,09/01/2018,I love you both!! (just bc we found him in BGC & also listed as one of the lucky cat names we found on Google.),0.557291667,24,0.416666667,tw
382,400,5,9.5101E+17,https://twitter.com/i/web/status/951010193600544768,0,10/01/2018,📷 aharris00britney: Braxton Hair A less poofy version of that hair that came with Cats &amp; Dogs BGC 18 EA...,-0.166666667,20,0.5,tw
927,978,161,9.51041E+17,https://twitter.com/i/web/status/951040766545035264,1,10/01/2018,Did my feeding. Met around 15 cats. Awesome. 🤗,1,9,0.666666667,tw
931,982,5,9.51267E+17,https://twitter.com/i/web/status/951266732097900544,0,11/01/2018,📷 aharris00britney: Braxton Hair A less poofy version of that hair that came with Cats &amp; Dogs BGC 18 EA...,-0.166666667,20,0.5,tw
282,298,9,9.53531E+17,https://twitter.com/i/web/status/953530827173801984,4,17/01/2018,"I’m now sitting here, at the corner of 30th street, tired of looking for the kitten I saw the other night. My mom agreed to adopt him/her. But I can’t find him/her. Wherever you are, I hope you have a good life. And if ever we meet again, I’d be sure to take you home.",0.16875,61,0.393442623,tw
377,395,156,9.5475E+17,https://twitter.com/i/web/status/954750102203084800,4,20/01/2018,Cats of BGC 2018,0,4,0.25,tw
485,507,545,9.55713E+17,https://twitter.com/i/web/status/955713495391125504,0,23/01/2018,Hi! A cat is stuck in one of your elevators. Hope your guards or maintenance crew can help get it out safely:,0.5,22,0.545454545,tw
292,308,401,9.57737E+17,https://twitter.com/i/web/status/957736599869054976,6,28/01/2018,"The preview of the Kickstarter for Gunsmith Cats is up, but it's currently only available to backers of BGC, OnV, and Riding Bean, so if you backed those, go check it out. If not, public links should be available soonish.",0.2,41,0.268292683,tw
283,299,114,9.58462E+17,https://twitter.com/i/web/status/958461741179924480,0,30/01/2018,LOOK: A Mystery Man is Protecting and Taking Care of the BGC Cats The cats of BGC has a protector and his name ...,0,23,0.434782609,tw
501,524,105363,9.58731E+17,https://twitter.com/i/web/status/958731377012174848,1,31/01/2018,He really loves the Cats of BGC. ~ When In Manila Pets &amp; Animals,0.2,13,0.615384615,tw
805,851,777,9.5897E+17,https://twitter.com/i/web/status/958969658744373248,1,01/02/2018,The has a mystery protector and his nickname is Mr. Ochi. He usually hangs out near The Book Stop library across Mind Museum starting at 7 pm. Why not chat with him to learn more about his beloved cats and his story. Discover: …,0.21,44,0.431818182,tw
854,902,777,9.5897E+17,https://twitter.com/i/web/status/958969658547298304,0,01/02/2018,The has a mystery protector and his nickname is Mr. Ochi. He usually hangs out near The Book Stop library across Mind Museum starting at 7 pm. Why not chat with him to learn more about his beloved cats and his story. Discover: …,0.21,44,0.431818182,tw
216,230,152,9.59289E+17,https://twitter.com/i/web/status/959288741440270336,4,02/02/2018,"A new 854K Wheel Dozer ready to work for Contracting Photo Courtesy of Simon Rock, Mining BDM NSW. Want a like this arriving on your site? Check out our range",0.168181818,30,0.533333333,tw
749,792,454,9.60184E+17,https://twitter.com/i/web/status/960184477380202496,0,04/02/2018,📷 aharris00britney: Braxton Hair A less poofy version of that hair that came with Cats &amp; Dogs BGC 18 EA...,-0.166666667,20,0.5,tw
832,878,60,9.60846E+17,https://twitter.com/i/web/status/960845625263665152,0,06/02/2018,Just witnessed a little kid feed stray cats with a pack of cat food here at BGC. Sobraaaaang cuuuute!,-0.234375,19,0.526315789,tw
474,495,91,9.62892E+17,https://twitter.com/i/web/status/962891539562225664,0,12/02/2018,"Tag urself, im jongin. Always late because of...dogs",-0.3,9,0.444444444,tw
178,189,5950,9.64034E+17,https://twitter.com/i/web/status/964034377989550080,2,15/02/2018,"@biliusweas Wala pang balita, pero kung city pound, they'll be dead in a few days. Cats of BGC pa naman works on getting them re-homed.",-0.2,26,0.346153846,tw
48,50,336,9.649E+17,https://twitter.com/i/web/status/964899734228905984,1,17/02/2018,Continental 🖕🏻 Shangri-La The Fort. Cats of BGC deserved better!! Shame on you 😡,0.78125,14,0.428571429,tw
350,368,101,9.64693E+17,https://twitter.com/i/web/status/964692751617998848,0,17/02/2018,It’s been days now and still the cats of BGC are nowhere to be found. 😔,0,18,0.277777778,tw
366,384,1068,9.64919E+17,https://twitter.com/i/web/status/964919253425053696,1,17/02/2018,"I am still furious over what in BGC did to the cats. What they did is inhumane, contracting a ""pest-control"" company to get rid of the cats.",-0.9,27,0.296296296,tw
575,605,170,9.649E+17,https://twitter.com/i/web/status/964899706760507392,0,17/02/2018,"Seeing news about ""relocating"" a whole colony of neutered, well-cared cats in BGC just shows most people's blatant disregard and lack of compassion towards stray animals.",0.066666667,27,0.518518519,tw
663,700,272,9.6484E+17,https://twitter.com/i/web/status/964840162592092160,7,17/02/2018,"Actually ang bobo ng Shang BGC for removing the stray cats around the area, kahit most of them are healthy and neutered — good luck dealing with the new cats that move in",0.367272727,33,0.424242424,tw
701,743,2856,9.64771E+17,https://twitter.com/i/web/status/964771336655687680,13,17/02/2018,"People are furious! I am too! We need proof if they really humanely ""relocated"" the strays. Why hire pest busters on the other hand? I am so sad and I am giving everyone a shout out that these were harmles…",-0.141666667,40,0.425,tw
733,775,18,9.64899E+17,https://twitter.com/i/web/status/964898929534844928,0,17/02/2018,Buti pa yung Cats of BGC hinahanap kapag nawawala.,0,9,0.222222222,tw
734,776,2872,9.64939E+17,https://twitter.com/i/web/status/964938554542452736,104,17/02/2018,"Dear, can you look into this story. Cats of BGC are being killed and dumped thru the order of .",-0.2,19,0.368421053,tw
856,905,336,9.64901E+17,https://twitter.com/i/web/status/964901096547237888,1,17/02/2018,kung totoong they were adopted.. PICS or it didn't happen! PICS or it didn't happen!!,0,17,0.294117647,tw
17,17,3418,9.65214E+17,https://twitter.com/i/web/status/965213651081691136,0,18/02/2018,": at the Fort in BGC f*cks up handling the case of hiring a pest control company to get rid of cats adored by the public. Read this first: Then, this: Photo by source/Marcelle John Marcelino",0.125,35,0.428571429,tw
49,51,280,9.65022E+17,https://twitter.com/i/web/status/965021670548189184,19,18/02/2018,"Gist of what's happening: Shangri-La hired PestBusters to get ""rid"" of the cats in their premises, including those in the entire BGC area. Those cats were spayed/neutered, and well-fed by the volunteers. Now Shang is lying through their teeth to save face.",0,43,0.372093023,tw
50,52,1068,9.65032E+17,https://twitter.com/i/web/status/965032096908509184,0,18/02/2018,Hala is this true ?!,0.4375,4,0.25,tw
55,57,13,9.65257E+17,https://twitter.com/i/web/status/965257154075635712,0,18/02/2018,The cats of BGC have gone missing!!! Help!!,-0.610351563,8,0.5,tw
94,100,677,9.65358E+17,https://twitter.com/i/web/status/965357936745750528,2,18/02/2018,"Cats of BGC seized, cat lovers cry foul - MetroPets - Online pet magazine",0,12,0.75,tw
97,103,3921,9.65198E+17,https://twitter.com/i/web/status/965197558040510464,0,18/02/2018,never been to BGC pero nakakaiyak yung article bkut Cats of BGC 😭😭😭,0,13,0.230769231,tw
101,107,660,9.65352E+17,https://twitter.com/i/web/status/965352069459673088,0,18/02/2018,"Recent event that involves Manila Shangri-La Fort, Pestbusters Philippines and Cats of BGC shows that no one messes with cat kings and queens. This virtual hellluva cat fight has brought awareness to many how much love is out there for these creatures.",0.333333333,42,0.5,tw
117,123,183,9.65233E+17,https://twitter.com/i/web/status/965232564397998080,0,18/02/2018,What happened to the Cats of BGC? via @wheninmanila,0,9,0.222222222,tw
159,168,2733,9.65148E+17,https://twitter.com/i/web/status/965147587186536448,7,18/02/2018,We hope that the Cats of BGC are safe! ~ When In Manila Pets &amp; Animals,0.625,15,0.466666667,tw
167,178,777,9.65151E+17,https://twitter.com/i/web/status/965150993783472128,0,18/02/2018,We hope that the cats of BGC are safe! ~ When In Manila Pets &amp; Animals,0.625,15,0.466666667,tw
197,210,642,9.65151E+17,https://twitter.com/i/web/status/965150547933249536,0,18/02/2018,We hope that the cats of BGC are safe! ~ When In Manila Pets &amp; Animals,0.625,15,0.466666667,tw
221,235,171509,9.6515E+17,https://twitter.com/i/web/status/965149513403875328,235,18/02/2018,"Those cats were such a great part of BGC. People suck, I repeat ppl suck.",0.4,15,0.533333333,tw
227,241,123,9.65137E+17,https://twitter.com/i/web/status/965137271795036160,3,18/02/2018,THEY KILLED THE CATS IN BGC AND IM NOT OKAY???? WE GO THERE EVERY WEEKEND AND IM NOT OKAY ill miss all you guys theres like 3 of you left all the kittens are gone,-0.24,35,0.485714286,tw
245,259,3478,9.65085E+17,https://twitter.com/i/web/status/965085373486399488,9,18/02/2018,"at BGC hired PestBusters to get rid of the cats in BGC. When they got exposed, they released a statement saying that they found homes for those cats. But that’s the point. Those cats live in BGC. They were being cared for by hundreds of volunteers. SMH.",0.136363636,49,0.326530612,tw
